,full_text,sentiment,insight
671,Benjamin Netanyahu בנימין נתניהו STOP THE BOMBING IN PALESTINE ARE YOU BLIND CHILDREN BEING KILLED BY YOUR EVIL ACTIONS STOP,Negative,peace
672,Im literally so fucking obsessed god i love red velvet i knew it was gonna be perfect,Positive,peace
673,Israel bombed a church in Palestine not even a week ago :),Positive,war
674,You know its possible being pro Palestine anf condemn hamas atrocities Im pro israel and i criticise it all the time But murdering jews ,Negative,religionFight
675,Tunisian professional sports club ES Tunis shows support for Palestine ,Positive,supportPalestine
676,Mais si si si Cest le sujet On sait TRES BIEN que les gens comme toi ne condamnerons jamais les actes barbares dIsraael parce que vous les cautionnez Vous savez très quIsrael veut annexer toute la palestine voir toute lafrique,Neutral,conflict
677,They want to bring in their McDonalds to Palestine too,Positive,conflict
678,Signs were there in the violence by blacks against Jews in inner cities The Democrat party biases that Jews control the money entertainment and music industries run deep in minority communities Many of the pro Palestine marches are fronted by BLM or Antifa,Positive,religionFight
679,Theyre coming to take back East Palestine Ohio,Neutral,conflict
680,Israel isnt just a threat to Palestine &amp the Palestinians theyre a threat to the entire region &amp to the entire world Theyre determined to kill &amp spill blood &amp theyre very loud &amp public about it &amp western governments are loudly &amp publicly cheering them on Its insanity,Positive,israel_crime
681,What is the internationally banned white phosphorus weapon that Israel used against Palestinian civilians Repost IsraelAttack IsraelTerorrist PalestinianGenocide PalestineWar GazaHospital Gaza Egypt Aid فلسطينالان غزةالآن Palestine war ,Negative,war
682,From the river to the sea Palestine will be free 🇵🇸🇵🇸 FreePalestine ,Positive,supportPalestine
683,Release all the hostages and get the Israeli attacks stopped It is never a one sided game worlds main fear is those civilized citizens who are hostages in Palestine right now Whole world is worried about civilized citizens at the moment,Negative,war
684,Any Christian who supports this terrorist Zionist organization is siding with antichrist israel gaza Palestine evangelion,Negative,proIsrael
685,You folks just rewrite the same ish Israel created hamas You are creating genocide Palestine also has the right to defend their country,Positive,genocide
686,In strong words and brave statements a girl defends Palestine and Hamas IsraeliNewNazism SavechildrenofPalestine GazaGenocide ,Positive,selfdefend
687,And were there for every muslim christian and jews of Palestine That is religion that is knowing god Dont call yourself a jewish nation Zionists has no god,Positive,religionFight
688,Tu devrais pas avoir de mal à en trouver des similaires qui tue les enfants en Palestine essaye peut être tu va comprendre la cause palestinienne un jour Cet vidéo et peut un bombardement israelien qui te dit le contraire,Neutral,conflict
689,Are you referring to the hospital that was hit with a Hamas rocket Why are you not holding them accountable Why is it acceptable for Hamas fighters to continue to hide in tunnels under the city and use the people of Palestine as human shields ,Positive,supportPalestine
690,free Palestine,Positive,supportPalestine
691,Comment tu peux utiliser une vidéo de la Palestine pour faire ton intéressant a 2 balles en voulant rabaisser les femmes de ta propre communauté wAllah yen a vous avez pas de cerveau cest trop grv ,Neutral,conflict
692,And Israeli women fight in a military backed by thweir government with equipment weapons Hamas has not allowed a major election in let me check 17 years They have completely throttled any attempt at real governance/progress in Palestine Any other ignorance I can clear up ,Negative,supportPalestine
693,Le hamas ou la Palestine ne sont que des prétextes La lutte cest contre liIslam Mais ils vont échouer,Neutral,selfdefend
694,Pourriture alliance criminelle sachez que le peuple français nest pas avec vous FREE PALESTINE ,Positive,supportPalestine
695,They may though if sf push palestine narrative,Neutral,conflict
696,Liberate palestine ,Neutral,conflict
697,Tellement triste Cest toute une famille Personne na survécu Tous furent enterrés ensemble GazaGenocide Gazabombing Gaza Palestine GenocideinGaza ,Neutral,conflict
698,Je te le répète qd un monde est pourris par le chaos même une seule personne cela justifie un exterminatus de toute la planète par linquisition ben il fait faire pareil avec la Palestine,Negative,conflict
699,Pray for Palestine I request all of you if you cant do anything for Palestine at least support him on social and electronic media GhazaUnderAttack FreePalestineHomeland FreePalestine Ghaza,Positive,supportPalestine
700,No country can outrage sovereignty of another ala US in Osama Bin Laden nor diplomacy works on false optics &amp fireworks Latest example is Indias support to Palestine after initial support to Israel,Neutral,supportPalestine
701,The compass that does not point to Palestine is wrong GazaGenocide فلسطين طوفانالأقصى كليةظهرالمهراز ,Negative,conflict
702,SO glad you do IF it is an issue of note no matter where it is you guys should def cover and this is an issue that affects all politicians: To say ceasefire or NOT say ceasefire [thats the Question] Israel/Palestine = a can kicked down road chickens r coming home to roost,Positive,peace
703,Please educate and listen Palestine palestineGencide IStandWithPalestinians IsrealiNewNazism ,Positive,conflict
704,FreePalestineHomeland Palestine ,Neutral,conflict
705,Emir of Qatar : Western supporters give Israel free license to kill Do you think this is any truth Netanjahu Biden Hamas Gaza Palestine Macron Erdogan Putin Russia China Nato,Positive,supportPalestine
706,Jai honte de manger honte dêtre assise dans mon canapé Honte de notre confort et notre ingratitude Quallah préserve la palestine,Neutral,conflict
707,Bonjour Camarade la France soutient Israel 🇮🇱 extreme droite par profit cest un pays très riche Bien suis la Palestine na plus rien que de la misère Alors que Israël vie sur plus de 77% de leur territoire Quelle injustice moi cela fait plus de 50 ans que suis pour la 🇵🇸️,Negative,conflict
708,Palestine has never been a victim,Positive,israel_crime
709,President: Humanity ke raste per chalne wale Palestine ka sath na deker baby killer Hamas terrorist sanghatan ka shikar banne nahe dena chaeye Afghan me jaker dekhe shanti se jeevan basar kerne wale janta ka Taliban Sarkar banne se unke azadi molik adhikar cheen leye gaye ,Negative,peace
710,Queers for Palestine Gays for Gaza Tel Aviv Israel is known as the most LGBTQ friendly place on the planet and Gaza is one of the most dangerous places for LGBTQ people The LGBTQ community has somehow become the most anti LGBTQ community of all ,Negative,conflict
711,Pray for Gaza GazaGenocide Palestine ,Positive,supportPalestine
712,The true meaning of Palestine is all the land of Israel with no Jews Hamas is Palestine From the river to the sea there wont be one jew free and almost all Palestinians are behind him,Positive,religionFight
713,Ikut kau lah rakyat Malaysia Konflik Palestine pun masih nak terbawa sentimen politik tempatan menghasut dakwa dakwi memperlekehkan pihak lain hanya kau TERPALING Terpaling benar di jalan lurus Jalan yang diredhai,Neutral,conflict
714,Tun M berjuang habis habisan utk bosnia masa dia jadi piem Msia dulu mampu kah piemx buat yg lebih baik utk palestine ,Neutral,conflict
715,In other words you support and fund genocide in Palestine but not able to tolerate anything against Israel,Positive,genocide
716,No one has suffered more than Palestine Not even starving countries in Africa where children are starved by their own governments and poverty Time to catch up on current world events that arent dogmatically fed to you by the media,Negative,sadly
